id,source_tab,enabled,category,keyword,recommended_word,morphological_setting,check_item,basic_comment_preview,explanation,admin_memo,source_file,source_page,source_row,extraction_note
68,ルール推敲,True,ひらがなで書くほうがよい言葉,果して,はたして,OFF,果して → はたして,「はたして」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,18,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
69,ルール推敲,True,ひらがなで書くほうがよい言葉,何ら,なんら,OFF,何ら → なんら,「なんら」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,19,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
70,ルール推敲,True,ひらがなで書くほうがよい言葉,何等,なんら,OFF,何等 → なんら,「なんら」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,20,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
71,ルール推敲,True,ひらがなで書くほうがよい言葉,既に,すでに,OFF,既に → すでに,「すでに」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,21,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
72,ルール推敲,True,ひらがなで書くほうがよい言葉,直ぐ,すぐ,OFF,直ぐ → すぐ,「すぐ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,22,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
73,ルール推敲,True,ひらがなで書くほうがよい言葉,遂に,ついに,OFF,遂に → ついに,「ついに」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,23,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
74,ルール推敲,True,ひらがなで書くほうがよい言葉,至って,いたって,OFF,至って → いたって,「いたって」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,24,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
75,ルール推敲,True,ひらがなで書くほうがよい言葉,極めて,きわめて,OFF,極めて → きわめて,「きわめて」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,25,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
76,ルール推敲,True,ひらがなで書くほうがよい言葉,一際,ひときわ,OFF,一際 → ひときわ,「ひときわ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,26,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
77,ルール推敲,True,ひらがなで書くほうがよい言葉,何れ,いずれ,OFF,何れ → いずれ,「いずれ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,27,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
78,ルール推敲,True,ひらがなで書くほうがよい言葉,全て,すべて,OFF,全て → すべて,「すべて」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,28,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
79,ルール推敲,True,ひらがなで書くほうがよい言葉,折角,せっかく,OFF,折角 → せっかく,「せっかく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,29,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
80,ルール推敲,True,ひらがなで書くほうがよい言葉,甚だ,はなはだ,OFF,甚だ → はなはだ,「はなはだ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,30,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
81,ルール推敲,True,ひらがなで書くほうがよい言葉,程々,ほどほど,OFF,程々 → ほどほど,「ほどほど」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,31,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
82,ルール推敲,True,ひらがなで書くほうがよい言葉,下さい,ください,OFF,下さい → ください,「ください」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,32,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
83,ルール推敲,True,ひらがなで書くほうがよい言葉,流石,さすが,OFF,流石 → さすが,「さすが」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,33,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
84,ルール推敲,True,ひらがなで書くほうがよい言葉,且つ,かつ,OFF,且つ → かつ,「かつ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,34,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
85,ルール推敲,True,ひらがなで書くほうがよい言葉,及び,および,OFF,及び → および,「および」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,35,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
86,ルール推敲,True,ひらがなで書くほうがよい言葉,此方,こちら,OFF,此方 → こちら,「こちら」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,36,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
87,ルール推敲,True,ひらがなで書くほうがよい言葉,又は,または,OFF,又は → または,「または」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,37,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
88,ルール推敲,True,ひらがなで書くほうがよい言葉,殆ど,ほとんど,OFF,殆ど → ほとんど,「ほとんど」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,38,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
89,ルール推敲,True,ひらがなで書くほうがよい言葉,程ほど,ほどほど,OFF,程ほど → ほどほど,「ほどほど」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,39,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
90,ルール推敲,True,ひらがなで書くほうがよい言葉,若しくは,もしくは,OFF,若しくは → もしくは,「もしくは」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,40,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
91,ルール推敲,True,ひらがなで書くほうがよい言葉,迄,まで,OFF,迄 → まで,「まで」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,41,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
92,ルール推敲,True,ひらがなで書くほうがよい言葉,滅多に,めったに,OFF,滅多に → めったに,「めったに」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,42,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
93,ルール推敲,True,ひらがなで書くほうがよい言葉,全く,まったく,OFF,全く → まったく,「まったく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,43,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
94,ルール推敲,True,ひらがなで書くほうがよい言葉,故に,ゆえに,OFF,故に → ゆえに,「ゆえに」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,44,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
95,ルール推敲,True,ひらがなで書くほうがよい言葉,悪い,わるい,OFF,悪い → わるい,「わるい」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,45,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
96,ルール推敲,True,ひらがなで書くほうがよい言葉,優しい,やさしい,OFF,優しい → やさしい,「やさしい」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,46,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
97,ルール推敲,True,ひらがなで書くほうがよい言葉,最早,もはや,OFF,最早 → もはや,「もはや」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,47,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
98,ルール推敲,True,ひらがなで書くほうがよい言葉,依って,よって,OFF,依って → よって,「よって」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,48,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
99,ルール推敲,True,ひらがなで書くほうがよい言葉,因って,よって,OFF,因って → よって,「よって」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,49,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
100,ルール推敲,True,ひらがなで書くほうがよい言葉,拠って,よって,OFF,拠って → よって,「よって」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 034相当 / ルール推敲 2/4ページ,2,50,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
101,ルール推敲,True,ひらがなで書くほうがよい言葉,因って,よって,OFF,因って → よって,「よって」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,1,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
102,ルール推敲,True,ひらがなで書くほうがよい言葉,僕達,僕たち,OFF,僕達 → 僕たち,「僕たち」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,2,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
103,ルール推敲,True,ひらがなで書くほうがよい言葉,僅か,わずか,OFF,僅か → わずか,「わずか」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,3,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
104,ルール推敲,True,ひらがなで書くほうがよい言葉,私達,私たち,OFF,私達 → 私たち,「私たち」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,4,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
105,ルール推敲,True,ひらがなで書くほうがよい言葉,の様に,のように,OFF,の様に → のように,「のように」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,5,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
106,ルール推敲,True,ひらがなで書くほうがよい言葉,割と,わりと,OFF,割と → わりと,「わりと」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,6,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
107,ルール推敲,True,ひらがなで書くほうがよい言葉,先程,さきほど,OFF,先程 → さきほど,「さきほど」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,7,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
108,ルール推敲,True,ひらがなで書くほうがよい言葉,分からない,わからない,OFF,分からない → わからない,「わからない」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,8,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
109,ルール推敲,True,ひらがなで書くほうがよい言葉,勿論,もちろん,OFF,勿論 → もちろん,「もちろん」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,9,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
110,ルール推敲,True,ひらがなで書くほうがよい言葉,子供,子ども,OFF,子供 → 子ども,「子ども」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,10,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
111,ルール推敲,True,ひらがなで書くほうがよい言葉,分かり,わかり,OFF,分かり → わかり,「わかり」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,11,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
112,ルール推敲,True,ひらがなで書くほうがよい言葉,良い,よい もしくは「いい」,OFF,良い → よい もしくは「いい」,「よい もしくは「いい」」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,12,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
113,ルール推敲,True,ひらがなで書くほうがよい言葉,解る,わかる,OFF,解る → わかる,「わかる」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,13,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
114,ルール推敲,True,ひらがなで書くほうがよい言葉,判る,わかる,OFF,判る → わかる,「わかる」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,14,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
115,ルール推敲,True,ひらがなで書くほうがよい言葉,柔らかい,やわらかい,OFF,柔らかい → やわらかい,「やわらかい」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,15,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
116,ルール推敲,True,ひらがなで書くほうがよい言葉,基づいて,もとづいて,OFF,基づいて → もとづいて,「もとづいて」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,16,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
117,ルール推敲,True,ひらがなで書くほうがよい言葉,基づく,もとづく,OFF,基づく → もとづく,「もとづく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,17,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
118,ルール推敲,True,ひらがなで書くほうがよい言葉,真面目に,まじめに,OFF,真面目に → まじめに,「まじめに」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,18,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
119,ルール推敲,True,ひらがなで書くほうがよい言葉,二つ,ふたつ,OFF,二つ → ふたつ,「ふたつ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,19,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
120,ルール推敲,True,ひらがなで書くほうがよい言葉,紛らわしい,まぎらわしい,OFF,紛らわしい → まぎらわしい,「まぎらわしい」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,20,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
121,ルール推敲,True,ひらがなで書くほうがよい言葉,独り,ひとり,OFF,独り → ひとり,「ひとり」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,21,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
122,ルール推敲,True,ひらがなで書くほうがよい言葉,始め,はじめ,OFF,始め → はじめ,「はじめ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,22,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
123,ルール推敲,True,ひらがなで書くほうがよい言葉,初め,はじめ,OFF,初め → はじめ,「はじめ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,23,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
124,ルール推敲,True,ひらがなで書くほうがよい言葉,挟んで,はさんで,OFF,挟んで → はさんで,「はさんで」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,24,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
125,ルール推敲,True,ひらがなで書くほうがよい言葉,後ほど,のちほど,OFF,後ほど → のちほど,「のちほど」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,25,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
126,ルール推敲,True,ひらがなで書くほうがよい言葉,温い,ぬるい,OFF,温い → ぬるい,「ぬるい」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,26,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
127,ルール推敲,True,ひらがなで書くほうがよい言葉,何となく,なんとなく,OFF,何となく → なんとなく,「なんとなく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,27,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
128,ルール推敲,True,ひらがなで書くほうがよい言葉,直す,なおす,OFF,直す → なおす,「なおす」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,28,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
129,ルール推敲,True,ひらがなで書くほうがよい言葉,繋がる,つながる,OFF,繋がる → つながる,「つながる」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,29,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
